gene	chrom	exon_start	exon_end	splice_start	splice_end
CD46	1	207752054	207752309	207752046	207752317
CD46	1	207757014	207757202	207757006	207757210
CD46	1	207757540	207757642	207757532	207757650
CD46	1	207759639	207759724	207759631	207759732
CD46	1	207761249	207761446	207761241	207761454
CD46	1	207767013	207767195	207767005	207767203
CD46	1	207767779	207767823	207767771	207767831
CD46	1	207770321	207770362	207770313	207770370
CD46	1	207783292	207783330	207783284	207783338
CD46	1	207785071	207785106	207785063	207785114
CD46	1	207785619	207785682	207785611	207785690
CD46	1	207790253	207790345	207790245	207790353
CD46	1	207793519	207795504	207793511	207795512
CEP290	12	88141900	88142088	88141892	88142096
CEP290	12	88141206	88141334	88141198	88141342
CEP290	12	88140956	88141033	88140948	88141041
CEP290	12	88139495	88139564	88139487	88139572
CEP290	12	88139145	88139191	88139137	88139199
CEP290	12	88136643	88136786	88136635	88136794
CEP290	12	88131165	88131218	88131157	88131226
CEP290	12	88130545	88130565	88130537	88130573
CEP290	12	88130268	88130420	88130260	88130428
CEP290	12	88129694	88129876	88129686	88129884
CEP290	12	88128946	88129035	88128938	88129043
CEP290	12	88126316	88126438	88126308	88126446
CEP290	12	88125246	88125369	88125238	88125377
CEP290	12	88120997	88121166	88120989	88121174
CEP290	12	88120114	88120276	88120106	88120284
CEP290	12	88118643	88118743	88118635	88118751
CEP290	12	88118483	88118570	88118475	88118578
CEP290	12	88117033	88117145	88117025	88117153
CEP290	12	88115098	88115182	88115090	88115190
CEP290	12	88114420	88114562	88114412	88114570
CEP290	12	88111694	88111858	88111686	88111866
CEP290	12	88111202	88111351	88111194	88111359
CEP290	12	88109066	88109181	88109058	88109189
CEP290	12	88106996	88107098	88106988	88107106
CEP290	12	88106675	88106905	88106667	88106913
CEP290	12	88102838	88103011	88102830	88103019
CEP290	12	88096888	88096999	88096880	88097007
CEP290	12	88093770	88093975	88093762	88093983
CEP290	12	88092681	88092832	88092673	88092840
CEP290	12	88090728	88090839	88090720	88090847
CEP290	12	88089032	88089487	88089024	88089495
CEP290	12	88087780	88087944	88087772	88087952
CEP290	12	88086391	88086498	88086383	88086506
CEP290	12	88086039	88086173	88086031	88086181
CEP290	12	88084586	88084852	88084578	88084860
CEP290	12	88083847	88083954	88083839	88083962
CEP290	12	88083031	88083230	88083023	88083238
CEP290	12	88080182	88080395	88080174	88080403
CEP290	12	88079092	88079229	88079084	88079237
CEP290	12	88077697	88077918	88077689	88077926
CEP290	12	88077222	88077344	88077214	88077352
CEP290	12	88071781	88071926	88071773	88071934
CEP290	12	88071294	88071449	88071286	88071457
CEP290	12	88068522	88068645	88068514	88068653
CEP290	12	88063981	88064115	88063973	88064123
CEP290	12	88062692	88062778	88062684	88062786
CEP290	12	88060830	88060994	88060822	88061002
CEP290	12	88059898	88060020	88059890	88060028
CEP290	12	88058848	88059020	88058840	88059028
CEP290	12	88055576	88055717	88055568	88055725
CEP290	12	88054340	88054413	88054332	88054421
CEP290	12	88053652	88053746	88053644	88053754
CEP290	12	88050354	88050433	88050346	88050441
CEP290	12	88049016	88049414	88049008	88049422
CFH	1	196652043	196652175	196652035	196652183
CFH	1	196672978	196673163	196672970	196673171
CFH	1	196673857	196673962	196673849	196673970
CFH	1	196675989	196676065	196675981	196676073
CFH	1	196677476	196677667	196677468	196677675
CFH	1	196679623	196679793	196679615	196679801
CFH	1	196685064	196685237	196685056	196685245
CFH	1	196689420	196689614	196689412	196689622
CFH	1	196690063	196690239	196690055	196690247
CFH	1	196713735	196713917	196713727	196713925
CFH	1	196715593	196715769	196715585	196715777
CFH	1	196725121	196725297	196725113	196725305
CFH	1	196726470	196726652	196726462	196726660
CFH	1	196726761	196726940	196726753	196726948
CFH	1	196728346	196728522	196728338	196728530
CFH	1	196736824	196737006	196736816	196737014
CFH	1	196737475	196737660	196737467	196737668
CFH	1	196740619	196740792	196740611	196740800
CFH	1	196741875	196742051	196741867	196742059
CFH	1	196743452	196743628	196743444	196743636
CFH	1	196745817	196745999	196745809	196746007
CFH	1	196747111	196747504	196747103	196747512
CLCN5	X	49922596	49922792	49922588	49922800
CLCN5	X	49923407	49923482	49923399	49923490
CLCN5	X	49925171	49925314	49925163	49925322
CLCN5	X	50042316	50042462	50042308	50042470
CLCN5	X	50069879	50070030	50069871	50070038
CLCN5	X	50072489	50072588	50072481	50072596
CLCN5	X	50075795	50075982	50075787	50075990
CLCN5	X	50080594	50080716	50080586	50080724
CLCN5	X	50081641	50081847	50081633	50081855
CLCN5	X	50085980	50086060	50085972	50086068
CLCN5	X	50086328	50086870	50086320	50086878
CLCN5	X	50088698	50088884	50088690	50088892
CLCN5	X	50090116	50090514	50090108	50090522
CLCN5	X	50090670	50090886	50090662	50090894
CLCN5	X	50092129	50099230	50092121	50099238
COL4A3	2	227164624	227164813	227164616	227164821
COL4A3	2	227237968	227238024	227237960	227238032
COL4A3	2	227240143	227240232	227240135	227240240
COL4A3	2	227244320	227244364	227244312	227244372
COL4A3	2	227244951	227244995	227244943	227245003
COL4A3	2	227245954	227246016	227245946	227246024
COL4A3	2	227246685	227246738	227246677	227246746
COL4A3	2	227247558	227247584	227247550	227247592
COL4A3	2	227248443	227248520	227248435	227248528
COL4A3	2	227251140	227251202	227251132	227251210
COL4A3	2	227251336	227251371	227251328	227251379
COL4A3	2	227253296	227253337	227253288	227253345
COL4A3	2	227253561	227253638	227253553	227253646
COL4A3	2	227254112	227254174	227254104	227254182
COL4A3	2	227254656	227254715	227254648	227254723
COL4A3	2	227256026	227256070	227256018	227256078
COL4A3	2	227256343	227256396	227256335	227256404
COL4A3	2	227257603	227257644	227257595	227257652
COL4A3	2	227259793	227259877	227259785	227259885
COL4A3	2	227261082	227261117	227261074	227261125
COL4A3	2	227263780	227263944	227263772	227263952
COL4A3	2	227266417	227266509	227266409	227266517
COL4A3	2	227266993	227267088	227266985	227267096
COL4A3	2	227269910	227269980	227269902	227269988
COL4A3	2	227270770	227270952	227270762	227270960
COL4A3	2	227272949	227273117	227272941	227273125
COL4A3	2	227276385	227276477	227276377	227276485
COL4A3	2	227277449	227277553	227277441	227277561
COL4A3	2	227279793	227279890	227279785	227279898
COL4A3	2	227280440	227280590	227280432	227280598
COL4A3	2	227280893	227281006	227280885	227281014
COL4A3	2	227282365	227282532	227282357	227282540
COL4A3	2	227283767	227283856	227283759	227283864
COL4A3	2	227284211	227284345	227284203	227284353
COL4A3	2	227289150	227289248	227289142	227289256
COL4A3	2	227289999	227290088	227289991	227290096
COL4A3	2	227290747	227290886	227290739	227290894
COL4A3	2	227293191	227293317	227293183	227293325
COL4A3	2	227294490	227294570	227294482	227294578
COL4A3	2	227294964	227295062	227294956	227295070
COL4A3	2	227295269	227295316	227295261	227295324
COL4A3	2	227297674	227297859	227297666	227297867
COL4A3	2	227298682	227298812	227298674	227298820
COL4A3	2	227303038	227303110	227303030	227303118
COL4A3	2	227303859	227303930	227303851	227303938
COL4A3	2	227304019	227304144	227304011	227304152
COL4A3	2	227304985	227305083	227304977	227305091
COL4A3	2	227307710	227307919	227307702	227307927
COL4A3	2	227308899	227309076	227308891	227309084
COL4A3	2	227309204	227309318	227309196	227309326
COL4A3	2	227310776	227310948	227310768	227310956
COL4A3	2	227311786	227314792	227311778	227314800
COL4A4	2	227164007	227164205	227163999	227164213
COL4A4	2	227147413	227147584	227147405	227147592
COL4A4	2	227144516	227144558	227144508	227144566
COL4A4	2	227140161	227140238	227140153	227140246
COL4A4	2	227121014	227121148	227121006	227121156
COL4A4	2	227119895	227119939	227119887	227119947
COL4A4	2	227118645	227118761	227118637	227118769
COL4A4	2	227114628	227114696	227114620	227114704
COL4A4	2	227111678	227111713	227111670	227111721
COL4A4	2	227109224	227109286	227109216	227109294
COL4A4	2	227108833	227108868	227108825	227108876
COL4A4	2	227108581	227108622	227108573	227108630
COL4A4	2	227103972	227104052	227103964	227104060
COL4A4	2	227103144	227103197	227103136	227103205
COL4A4	2	227102789	227102848	227102781	227102856
COL4A4	2	227101865	227101909	227101857	227101917
COL4A4	2	227101504	227101557	227101496	227101565
COL4A4	2	227099620	227099689	227099612	227099697
COL4A4	2	227098694	227098798	227098686	227098806
COL4A4	2	227094125	227094289	227094117	227094297
COL4A4	2	227089868	227089957	227089860	227089965
COL4A4	2	227088653	227088816	227088645	227088824
COL4A4	2	227082115	227082187	227082107	227082195
COL4A4	2	227080443	227080549	227080435	227080557
COL4A4	2	227077894	227078077	227077886	227078085
COL4A4	2	227062530	227062598	227062522	227062606
COL4A4	2	227060136	227060243	227060128	227060251
COL4A4	2	227059405	227059623	227059397	227059631
COL4A4	2	227057439	227057600	227057431	227057608
COL4A4	2	227055945	227056115	227055937	227056123
COL4A4	2	227054594	227054737	227054586	227054745
COL4A4	2	227052305	227052412	227052297	227052420
COL4A4	2	227050977	227051158	227050969	227051166
COL4A4	2	227050068	227050131	227050060	227050139
COL4A4	2	227047475	227047549	227047467	227047557
COL4A4	2	227043077	227043184	227043069	227043192
COL4A4	2	227042148	227042255	227042140	227042263
COL4A4	2	227033410	227033481	227033402	227033489
COL4A4	2	227032148	227032276	227032140	227032284
COL4A4	2	227031945	227032055	227031937	227032063
COL4A4	2	227030443	227030598	227030435	227030606
COL4A4	2	227027902	227028009	227027894	227028017
COL4A4	2	227025802	227025810	227025794	227025818
COL4A4	2	227022048	227022173	227022040	227022181
COL4A4	2	227012181	227012297	227012173	227012305
COL4A4	2	227010313	227010501	227010305	227010509
COL4A4	2	227008018	227008304	227008010	227008312
COL4A4	2	227002714	227007588	227002706	227007596
COL4A5	X	108439838	108440206	108439830	108440214
COL4A5	X	108539746	108539805	108539738	108539813
COL4A5	X	108559064	108559153	108559056	108559161
COL4A5	X	108563882	108563926	108563874	108563934
COL4A5	X	108568629	108568673	108568621	108568681
COL4A5	X	108568759	108568821	108568751	108568829
COL4A5	X	108571413	108571466	108571405	108571474
COL4A5	X	108571811	108571837	108571803	108571845
COL4A5	X	108573574	108573654	108573566	108573662
COL4A5	X	108575910	108575972	108575902	108575980
COL4A5	X	108577952	108577987	108577944	108577995
COL4A5	X	108578078	108578119	108578070	108578127
COL4A5	X	108578291	108578383	108578283	108578391
COL4A5	X	108580533	108580586	108580525	108580594
COL4A5	X	108580682	108580738	108580674	108580746
COL4A5	X	108580983	108581027	108580975	108581035
COL4A5	X	108582884	108582937	108582876	108582945
COL4A5	X	108584484	108584525	108584476	108584533
COL4A5	X	108586615	108586747	108586607	108586755
COL4A5	X	108591058	108591231	108591050	108591239
COL4A5	X	108591561	108591644	108591553	108591652
COL4A5	X	108595509	108595601	108595501	108595609
COL4A5	X	108596998	108597068	108596990	108597076
COL4A5	X	108597377	108597568	108597369	108597576
COL4A5	X	108598702	108598870	108598694	108598878
COL4A5	X	108601393	108601485	108601385	108601493
COL4A5	X	108601885	108601989	108601877	108601997
COL4A5	X	108602964	108603061	108602956	108603069
COL4A5	X	108606742	108606892	108606734	108606900
COL4A5	X	108614911	108615024	108614903	108615032
COL4A5	X	108620259	108620426	108620251	108620434
COL4A5	X	108621803	108621892	108621795	108621900
COL4A5	X	108622676	108622825	108622668	108622833
COL4A5	X	108624236	108624334	108624228	108624342
COL4A5	X	108625705	108625794	108625697	108625802
COL4A5	X	108626210	108626349	108626202	108626357
COL4A5	X	108655331	108655457	108655323	108655465
COL4A5	X	108665507	108665587	108665499	108665595
COL4A5	X	108666496	108666594	108666488	108666602
COL4A5	X	108667133	108667183	108667125	108667191
COL4A5	X	108668319	108668504	108668311	108668512
COL4A5	X	108670228	108670236	108670220	108670244
COL4A5	X	108674745	108674753	108674737	108674761
COL4A5	X	108677500	108677633	108677492	108677641
COL4A5	X	108680679	108680751	108680671	108680759
COL4A5	X	108680885	108680956	108680877	108680964
COL4A5	X	108681760	108681888	108681752	108681896
COL4A5	X	108686031	108686129	108686023	108686137
COL4A5	X	108687482	108687694	108687474	108687702
COL4A5	X	108692748	108692925	108692740	108692933
COL4A5	X	108694807	108694921	108694799	108694929
COL4A5	X	108695267	108695439	108695259	108695447
COL4A5	X	108696297	108697545	108696289	108697553
CTNS	17	3636760	3636831	3636752	3636839
CTNS	17	3637107	3637316	3637099	3637324
CTNS	17	3640188	3640267	3640180	3640275
CTNS	17	3647444	3647522	3647436	3647530
CTNS	17	3648847	3648931	3648839	3648939
CTNS	17	3654998	3655101	3654990	3655109
CTNS	17	3655221	3655352	3655213	3655360
CTNS	17	3656487	3656586	3656479	3656594
CTNS	17	3656676	3656795	3656668	3656803
CTNS	17	3658005	3658175	3657997	3658183
CTNS	17	3659858	3659975	3659850	3659983
CTNS	17	3660236	3663103	3660228	3663111
DNAJB11	3	186570720	186570965	186570712	186570973
DNAJB11	3	186572095	186572251	186572087	186572259
DNAJB11	3	186575840	186575937	186575832	186575945
DNAJB11	3	186577668	186577800	186577660	186577808
DNAJB11	3	186581371	186581513	186581363	186581521
DNAJB11	3	186581995	186582077	186581987	186582085
DNAJB11	3	186582716	186582773	186582708	186582781
DNAJB11	3	186583865	186583976	186583857	186583984
DNAJB11	3	186584430	186584589	186584422	186584597
DNAJB11	3	186585344	186585793	186585336	186585801
HNF1B	17	37744541	37745059	37744533	37745067
HNF1B	17	37739440	37739639	37739432	37739647
HNF1B	17	37733557	37733821	37733549	37733829
HNF1B	17	37731595	37731830	37731587	37731838
HNF1B	17	37710503	37710663	37710495	37710671
HNF1B	17	37704917	37705049	37704909	37705057
HNF1B	17	37700983	37701177	37700975	37701185
HNF1B	17	37699076	37699194	37699068	37699202
HNF1B	17	37686431	37687392	37686423	37687400
LMX1B	9	126613928	126614588	126613920	126614596
LMX1B	9	126615383	126615569	126615375	126615577
LMX1B	9	126690836	126691068	126690828	126691076
LMX1B	9	126693142	126693323	126693134	126693331
LMX1B	9	126693524	126693601	126693516	126693609
LMX1B	9	126693746	126693812	126693738	126693820
LMX1B	9	126695839	126696003	126695831	126696011
LMX1B	9	126696294	126701032	126696286	126701040
MUC1	1	155192786	155192915	155192778	155192923
MUC1	1	155191908	155192283	155191900	155192291
MUC1	1	155188163	155188616	155188155	155188624
MUC1	1	155188008	155188063	155188000	155188071
MUC1	1	155187722	155187858	155187714	155187866
MUC1	1	155187455	155187576	155187447	155187584
MUC1	1	155187225	155187374	155187217	155187382
MUC1	1	155185824	155186209	155185816	155186217
NPHP1	2	110204900	110205013	110204892	110205021
NPHP1	2	110201421	110201494	110201413	110201502
NPHP1	2	110179624	110179684	110179616	110179692
NPHP1	2	110178423	110178547	110178415	110178555
NPHP1	2	110169806	110169998	110169798	110170006
NPHP1	2	110168452	110168553	110168444	110168561
NPHP1	2	110165052	110165155	110165044	110165163
NPHP1	2	110164688	110164730	110164680	110164738
NPHP1	2	110163048	110163135	110163040	110163143
NPHP1	2	110161603	110161697	110161595	110161705
NPHP1	2	110160127	110160255	110160119	110160263
NPHP1	2	110150182	110150256	110150174	110150264
NPHP1	2	110147916	110148026	110147908	110148034
NPHP1	2	110146753	110146835	110146745	110146843
NPHP1	2	110144493	110144569	110144485	110144577
NPHP1	2	110143542	110143641	110143534	110143649
NPHP1	2	110131679	110131791	110131671	110131799
NPHP1	2	110129186	110129259	110129178	110129267
NPHP1	2	110125637	110125681	110125629	110125689
NPHP1	2	110123348	110124063	110123340	110124071
NPHP4	1	5992244	5992425	5992236	5992433
NPHP4	1	5986155	5986327	5986147	5986335
NPHP4	1	5978270	5978413	5978262	5978421
NPHP4	1	5969087	5969259	5969079	5969267
NPHP4	1	5967299	5967363	5967291	5967371
NPHP4	1	5961794	5961949	5961786	5961957
NPHP4	1	5952700	5952836	5952692	5952844
NPHP4	1	5948070	5948251	5948062	5948259
NPHP4	1	5947104	5947230	5947096	5947238
NPHP4	1	5933147	5933329	5933139	5933337
NPHP4	1	5927649	5927787	5927641	5927795
NPHP4	1	5909152	5909213	5909144	5909221
NPHP4	1	5907115	5907222	5907107	5907230
NPHP4	1	5905632	5905783	5905624	5905791
NPHP4	1	5905292	5905483	5905284	5905491
NPHP4	1	5904617	5904804	5904609	5904812
NPHP4	1	5890868	5891028	5890860	5891036
NPHP4	1	5887286	5887466	5887278	5887474
NPHP4	1	5880114	5880239	5880106	5880247
NPHP4	1	5877093	5877298	5877085	5877306
NPHP4	1	5874874	5875100	5874866	5875108
NPHP4	1	5874471	5874657	5874463	5874665
NPHP4	1	5873252	5873335	5873244	5873343
NPHP4	1	5867740	5867896	5867732	5867904
NPHP4	1	5867030	5867115	5867022	5867123
NPHP4	1	5866373	5866458	5866365	5866466
NPHP4	1	5865102	5865273	5865094	5865281
NPHP4	1	5864338	5864517	5864330	5864525
NPHP4	1	5863890	5864033	5863882	5864041
NPHP4	1	5862811	5863405	5862803	5863413
NPHS1	19	35851780	35852504	35851772	35852512
NPHS1	19	35851457	35851672	35851449	35851680
NPHS1	19	35851262	35851384	35851254	35851392
NPHS1	19	35850961	35851089	35850953	35851097
NPHS1	19	35850364	35850445	35850356	35850453
NPHS1	19	35849550	35849653	35849542	35849661
NPHS1	19	35849236	35849363	35849228	35849371
NPHS1	19	35848976	35849147	35848968	35849155
NPHS1	19	35848637	35848794	35848629	35848802
NPHS1	19	35848253	35848397	35848245	35848405
NPHS1	19	35848041	35848165	35848033	35848173
NPHS1	19	35846008	35846194	35846000	35846202
NPHS1	19	35845669	35845798	35845661	35845806
NPHS1	19	35845368	35845540	35845360	35845548
NPHS1	19	35844319	35844459	35844311	35844467
NPHS1	19	35844103	35844243	35844095	35844251
NPHS1	19	35843472	35843593	35843464	35843601
NPHS1	19	35842379	35842550	35842371	35842558
NPHS1	19	35842124	35842280	35842116	35842288
NPHS1	19	35841715	35841866	35841707	35841874
NPHS1	19	35839496	35839607	35839488	35839615
NPHS1	19	35839237	35839418	35839229	35839426
NPHS1	19	35835705	35835761	35835697	35835769
NPHS1	19	35831643	35831762	35831635	35831770
NPHS1	19	35831476	35831500	35831468	35831508
NPHS1	19	35831296	35831371	35831288	35831379
NPHS1	19	35831053	35831146	35831045	35831154
NPHS1	19	35830844	35830956	35830836	35830964
NPHS1	19	35825372	35826645	35825364	35826653
NPHS2	1	179575591	179575948	179575583	179575956
NPHS2	1	179564690	179564793	179564682	179564801
NPHS2	1	179561289	179561361	179561281	179561369
NPHS2	1	179559679	179559761	179559671	179559769
NPHS2	1	179557027	179557230	179557019	179557238
NPHS2	1	179554476	179554531	179554468	179554539
NPHS2	1	179552603	179552681	179552595	179552689
NPHS2	1	179550539	179551451	179550531	179551459
PKD1	16	2135475	2135898	2135467	2135906
PKD1	16	2119307	2119378	2119299	2119386
PKD1	16	2119114	2119185	2119106	2119193
PKD1	16	2118676	2118845	2118668	2118853
PKD1	16	2117791	2118462	2117783	2118470
PKD1	16	2117489	2117672	2117481	2117680
PKD1	16	2116833	2117053	2116825	2117061
PKD1	16	2116529	2116644	2116521	2116652
PKD1	16	2115992	2116118	2115984	2116126
PKD1	16	2115378	2115625	2115370	2115633
PKD1	16	2114170	2114925	2114162	2114933
PKD1	16	2113161	2113292	2113153	2113300
PKD1	16	2112788	2112963	2112780	2112971
PKD1	16	2112340	2112473	2112332	2112481
PKD1	16	2108252	2111871	2108244	2111879
PKD1	16	2107883	2108032	2107875	2108040
PKD1	16	2106805	2106948	2106797	2106956
PKD1	16	2106398	2106677	2106390	2106685
PKD1	16	2106091	2106304	2106083	2106312
PKD1	16	2105865	2106024	2105857	2106032
PKD1	16	2105322	2105474	2105314	2105482
PKD1	16	2104498	2104642	2104490	2104650
PKD1	16	2103266	2103895	2103258	2103903
PKD1	16	2102814	2102970	2102806	2102978
PKD1	16	2102381	2102633	2102373	2102641
PKD1	16	2102061	2102256	2102053	2102264
PKD1	16	2100396	2100566	2100388	2100574
PKD1	16	2100166	2100309	2100158	2100317
PKD1	16	2099861	2100071	2099853	2100079
PKD1	16	2099644	2099770	2099636	2099778
PKD1	16	2097868	2097984	2097860	2097992
PKD1	16	2097728	2097780	2097720	2097788
PKD1	16	2097319	2097503	2097311	2097511
PKD1	16	2097148	2097241	2097140	2097249
PKD1	16	2094092	2094210	2094084	2094218
PKD1	16	2093811	2094013	2093803	2094021
PKD1	16	2093544	2093738	2093536	2093746
PKD1	16	2092954	2093093	2092946	2093101
PKD1	16	2092480	2092592	2092472	2092600
PKD1	16	2092047	2092188	2092039	2092196
PKD1	16	2091781	2091906	2091773	2091914
PKD1	16	2091423	2091597	2091415	2091605
PKD1	16	2090884	2091174	2090876	2091182
PKD1	16	2090674	2090808	2090666	2090816
PKD1	16	2090285	2090590	2090277	2090598
PKD1	16	2088708	2090194	2088700	2090202
PKD2	4	88007635	88008328	88007627	88008336
PKD2	4	88019458	88019571	88019450	88019579
PKD2	4	88036220	88036353	88036212	88036361
PKD2	4	88038251	88038501	88038243	88038509
PKD2	4	88043233	88043457	88043225	88043465
PKD2	4	88046642	88046870	88046634	88046878
PKD2	4	88051991	88052158	88051983	88052166
PKD2	4	88056086	88056267	88056078	88056275
PKD2	4	88057983	88058103	88057975	88058111
PKD2	4	88061906	88062004	88061898	88062012
PKD2	4	88065374	88065495	88065366	88065503
PKD2	4	88065762	88065879	88065754	88065887
PKD2	4	88067898	88068061	88067890	88068069
PKD2	4	88074812	88074959	88074804	88074967
PKD2	4	88075458	88077777	88075450	88077785
PKHD1	6	52087434	52087613	52087426	52087621
PKHD1	6	52084882	52085017	52084874	52085025
PKHD1	6	52083178	52083255	52083170	52083263
PKHD1	6	52082392	52082542	52082384	52082550
PKHD1	6	52079900	52080008	52079892	52080016
PKHD1	6	52076276	52076333	52076268	52076341
PKHD1	6	52073463	52073541	52073455	52073549
PKHD1	6	52072115	52072189	52072107	52072197
PKHD1	6	52071006	52071070	52070998	52071078
PKHD1	6	52070406	52070445	52070398	52070453
PKHD1	6	52069457	52069527	52069449	52069535
PKHD1	6	52065976	52066077	52065968	52066085
PKHD1	6	52064955	52065050	52064947	52065058
PKHD1	6	52062519	52062660	52062511	52062668
PKHD1	6	52059928	52060042	52059920	52060050
PKHD1	6	52058323	52058601	52058315	52058609
PKHD1	6	52056890	52056979	52056882	52056987
PKHD1	6	52056698	52056788	52056690	52056796
PKHD1	6	52055587	52055729	52055579	52055737
PKHD1	6	52054038	52054165	52054030	52054173
PKHD1	6	52053076	52053251	52053068	52053259
PKHD1	6	52050157	52050295	52050149	52050303
PKHD1	6	52048492	52048619	52048484	52048627
PKHD1	6	52046004	52046188	52045996	52046196
PKHD1	6	52044966	52045088	52044958	52045096
PKHD1	6	52043625	52043730	52043617	52043738
PKHD1	6	52042859	52043134	52042851	52043142
PKHD1	6	52035591	52035721	52035583	52035729
PKHD1	6	52033030	52033165	52033022	52033173
PKHD1	6	52028156	52028351	52028148	52028359
PKHD1	6	52027829	52027896	52027821	52027904
PKHD1	6	52024574	52026181	52024566	52026189
PKHD1	6	52022801	52022944	52022793	52022952
PKHD1	6	52017410	52017629	52017402	52017637
PKHD1	6	52010309	52010459	52010301	52010467
PKHD1	6	51959870	51960026	51959862	51960034
PKHD1	6	51934110	51934322	51934102	51934330
PKHD1	6	51912366	51912576	51912358	51912584
PKHD1	6	51911799	51911956	51911791	51911964
PKHD1	6	51909283	51909474	51909275	51909482
PKHD1	6	51906215	51906340	51906207	51906348
