chrom	start	end	gene	feature_type
2	227259793	227259877	COL4A3	Exon/CDS
2	227259878	227261081	COL4A3	Intron
2	227261082	227261117	COL4A3	Exon/CDS
2	227261118	227263779	COL4A3	Intron
2	227263780	227263944	COL4A3	Exon/CDS
2	227263945	227266416	COL4A3	Intron
2	227266417	227266509	COL4A3	Exon/CDS
2	227266510	227266992	COL4A3	Intron
2	227266993	227267088	COL4A3	Exon/CDS
2	227267089	227269909	COL4A3	Intron
2	227269910	227269980	COL4A3	Exon/CDS
2	227269981	227270769	COL4A3	Intron
2	227270770	227270952	COL4A3	Exon/CDS
2	227270953	227272948	COL4A3	Intron
2	227272949	227273117	COL4A3	Exon/CDS
2	227273118	227276384	COL4A3	Intron
2	227276385	227276477	COL4A3	Exon/CDS
2	227276478	227277448	COL4A3	Intron
2	227277449	227277553	COL4A3	Exon/CDS
2	227277554	227279792	COL4A3	Intron
2	227279793	227279890	COL4A3	Exon/CDS
2	227279891	227280439	COL4A3	Intron
2	227280440	227280590	COL4A3	Exon/CDS
2	227280591	227280892	COL4A3	Intron
2	227280893	227281006	COL4A3	Exon/CDS
2	227281007	227282364	COL4A3	Intron
2	227282365	227282532	COL4A3	Exon/CDS
2	227282533	227283766	COL4A3	Intron
2	227283767	227283856	COL4A3	Exon/CDS
2	227283857	227284210	COL4A3	Intron
2	227284211	227284345	COL4A3	Exon/CDS
2	227284346	227289149	COL4A3	Intron
2	227289150	227289248	COL4A3	Exon/CDS
2	227289249	227289998	COL4A3	Intron
2	227289999	227290088	COL4A3	Exon/CDS
2	227290089	227290746	COL4A3	Intron
2	227290747	227290886	COL4A3	Exon/CDS
2	227290887	227293190	COL4A3	Intron
2	227293191	227293317	COL4A3	Exon/CDS
2	227293318	227294489	COL4A3	Intron
2	227294490	227294570	COL4A3	Exon/CDS
2	227294571	227294963	COL4A3	Intron
2	227294964	227295062	COL4A3	Exon/CDS
2	227295063	227295268	COL4A3	Intron
2	227295269	227295316	COL4A3	Exon/CDS
2	227295317	227297673	COL4A3	Intron
2	227297674	227297859	COL4A3	Exon/CDS
2	227297860	227298681	COL4A3	Intron
2	227298682	227298812	COL4A3	Exon/CDS
2	227298813	227303037	COL4A3	Intron
2	227303038	227303110	COL4A3	Exon/CDS
2	227303111	227303858	COL4A3	Intron
2	227303859	227303930	COL4A3	Exon/CDS
2	227303931	227304018	COL4A3	Intron
2	227304019	227304144	COL4A3	Exon/CDS
2	227304145	227304984	COL4A3	Intron
2	227304985	227305083	COL4A3	Exon/CDS
2	227305084	227307709	COL4A3	Intron
2	227307710	227307919	COL4A3	Exon/CDS
2	227307920	227308898	COL4A3	Intron
2	227308899	227309076	COL4A3	Exon/CDS
2	227309077	227309203	COL4A3	Intron
2	227309204	227309318	COL4A3	Exon/CDS
2	227309319	227310775	COL4A3	Intron
2	227310776	227310948	COL4A3	Exon/CDS
2	227310949	227311785	COL4A3	Intron
2	227311786	227311870	COL4A3	Exon/CDS
2	227311871	227314792	COL4A3	UTR3
2	227314793	227324792	COL4A3	Flanking Down
2	240858543	240868542	AGXT	Flanking UP
2	240868543	240868865	AGXT	UTR5
2	240868866	240869030	AGXT	Exon/CDS
2	240869031	240869169	AGXT	Intron
2	240869170	240869362	AGXT	Exon/CDS
2	240869363	240870643	AGXT	Intron
2	240870644	240870708	AGXT	Exon/CDS
2	240870709	240871348	AGXT	Intron
2	240871349	240871449	AGXT	Exon/CDS
2	240871450	240872978	AGXT	Intron
2	240872979	240873049	AGXT	Exon/CDS
2	240873050	240873977	AGXT	Intron
2	240873978	240874062	AGXT	Exon/CDS
2	240874063	240875108	AGXT	Intron
2	240875109	240875204	AGXT	Exon/CDS
2	240875205	240875934	AGXT	Intron
2	240875935	240876004	AGXT	Exon/CDS
2	240876005	240877536	AGXT	Intron
2	240877537	240877632	AGXT	Exon/CDS
2	240877633	240878021	AGXT	Intron
2	240878022	240878150	AGXT	Exon/CDS
2	240878151	240878713	AGXT	Intron
2	240878714	240878821	AGXT	Exon/CDS
2	240878822	240881531	AGXT	UTR3
2	240881532	240891531	AGXT	Flanking Down
3	122173668	122183667	CASR	Flanking UP
3	122183668	122254189	CASR	UTR5
3	122254190	122254374	CASR	Exon/CDS
3	122254375	122257080	CASR	Intron
3	122257081	122257387	CASR	Exon/CDS
3	122257388	122261527	CASR	Intron
3	122261528	122262412	CASR	Exon/CDS
3	122262413	122275811	CASR	Intron
3	122275812	122276042	CASR	Exon/CDS
3	122276043	122282112	CASR	Intron
3	122282113	122282236	CASR	Exon/CDS
3	122282237	122283686	CASR	Intron
3	122283687	122285191	CASR	Exon/CDS
3	122285192	122291629	CASR	UTR3
3	122291630	122301629	CASR	Flanking Down
3	186557403	186567402	DNAJB11	Flanking UP
3	186567403	186570897	DNAJB11	UTR5
3	186570898	186570965	DNAJB11	Exon/CDS
3	186570966	186572094	DNAJB11	Intron
3	186572095	186572251	DNAJB11	Exon/CDS
3	186572252	186575839	DNAJB11	Intron
3	186575840	186575937	DNAJB11	Exon/CDS
3	186575938	186577667	DNAJB11	Intron
3	186577668	186577800	DNAJB11	Exon/CDS
3	186577801	186581370	DNAJB11	Intron
3	186581371	186581513	DNAJB11	Exon/CDS
3	186581514	186581994	DNAJB11	Intron
3	186581995	186582077	DNAJB11	Exon/CDS
3	186582078	186582715	DNAJB11	Intron
3	186582716	186582773	DNAJB11	Exon/CDS
3	186582774	186583864	DNAJB11	Intron
3	186583865	186583976	DNAJB11	Exon/CDS
3	186583977	186584429	DNAJB11	Intron
3	186584430	186584589	DNAJB11	Exon/CDS
3	186584590	186585343	DNAJB11	Intron
3	186585344	186585408	DNAJB11	Exon/CDS
3	186585409	186585800	DNAJB11	UTR3
3	186585801	186595800	DNAJB11	Flanking Down
4	87997629	88007628	PKD2	Flanking UP
4	88007629	88007733	PKD2	UTR5
4	88007734	88008328	PKD2	Exon/CDS
4	88008329	88019457	PKD2	Intron
4	88019458	88019571	PKD2	Exon/CDS
4	88019572	88036219	PKD2	Intron
4	88036220	88036353	PKD2	Exon/CDS
4	88036354	88038250	PKD2	Intron
4	88038251	88038501	PKD2	Exon/CDS
4	88038502	88043232	PKD2	Intron
4	88043233	88043457	PKD2	Exon/CDS
4	88043458	88046641	PKD2	Intron
4	88046642	88046870	PKD2	Exon/CDS
4	88046871	88051990	PKD2	Intron
4	88051991	88052158	PKD2	Exon/CDS
4	88052159	88056085	PKD2	Intron
4	88056086	88056267	PKD2	Exon/CDS
4	88056268	88057982	PKD2	Intron
4	88057983	88058103	PKD2	Exon/CDS
4	88058104	88061905	PKD2	Intron
4	88061906	88062004	PKD2	Exon/CDS
4	88062005	88065373	PKD2	Intron
4	88065374	88065495	PKD2	Exon/CDS
4	88065496	88065761	PKD2	Intron
4	88065762	88065879	PKD2	Exon/CDS
4	88065880	88067897	PKD2	Intron
4	88067898	88068061	PKD2	Exon/CDS
4	88068062	88074811	PKD2	Intron
4	88074812	88074959	PKD2	Exon/CDS
4	88074960	88075457	PKD2	Intron
4	88075458	88075694	PKD2	Exon/CDS
4	88075695	88077777	PKD2	UTR3
4	88077778	88087777	PKD2	Flanking Down
6	51605299	51615298	PKHD1	Flanking Down
6	51615299	51619080	PKHD1	UTR3
6	51619081	51619520	PKHD1	Exon/CDS
6	51619521	51626996	PKHD1	Intron
6	51626997	51627116	PKHD1	Exon/CDS
6	51627117	51632564	PKHD1	Intron
6	51632565	51632723	PKHD1	Exon/CDS
6	51632724	51638848	PKHD1	Intron
6	51638849	51638956	PKHD1	Exon/CDS
6	51638957	51648030	PKHD1	Intron
6	51648031	51648118	PKHD1	Exon/CDS
6	51648119	51649084	PKHD1	Intron
6	51649085	51649220	PKHD1	Exon/CDS
6	51649221	51658951	PKHD1	Intron
6	51658952	51659969	PKHD1	Exon/CDS
6	51659970	51744384	PKHD1	Intron
6	51744385	51744542	PKHD1	Exon/CDS
6	51744543	51746720	PKHD1	Intron
6	51746721	51746889	PKHD1	Exon/CDS
6	51746890	51747786	PKHD1	Intron
6	51747787	51748665	PKHD1	Exon/CDS
6	51748666	51753200	PKHD1	Intron
6	51753201	51753353	PKHD1	Exon/CDS
6	51753354	51754783	PKHD1	Intron
6	51754784	51754938	PKHD1	Exon/CDS
6	51754939	51772701	PKHD1	Intron
6	51772702	51772789	PKHD1	Exon/CDS
6	51772790	51775807	PKHD1	Intron
6	51775808	51775921	PKHD1	Exon/CDS
6	51775922	51791235	PKHD1	Intron
6	51791236	51791373	PKHD1	Exon/CDS
6	51791374	51830860	PKHD1	Intron
6	51830861	51830989	PKHD1	Exon/CDS
6	51830990	51836403	PKHD1	Intron
6	51836404	51836469	PKHD1	Exon/CDS
6	51836470	51847774	PKHD1	Intron
6	51847775	51847970	PKHD1	Exon/CDS
6	51847971	51855892	PKHD1	Intron
6	51855893	51856070	PKHD1	Exon/CDS
6	51856071	51867862	PKHD1	Intron
6	51867863	51868109	PKHD1	Exon/CDS
6	51868110	51870503	PKHD1	Intron
6	51870504	51870639	PKHD1	Exon/CDS
6	51870640	51883092	PKHD1	Intron
6	51883093	51883227	PKHD1	Exon/CDS
6	51883228	51885866	PKHD1	Intron
6	51885867	51885972	PKHD1	Exon/CDS
6	51885973	51887132	PKHD1	Intron
6	51887133	51887245	PKHD1	Exon/CDS
6	51887246	51903596	PKHD1	Intron
6	51903597	51903727	PKHD1	Exon/CDS
6	51903728	51903985	PKHD1	Intron
6	51903986	51904042	PKHD1	Exon/CDS
6	51904043	51906214	PKHD1	Intron
6	51906215	51906340	PKHD1	Exon/CDS
6	51906341	51909282	PKHD1	Intron
6	51909283	51909474	PKHD1	Exon/CDS
6	51909475	51911798	PKHD1	Intron
6	51911799	51911956	PKHD1	Exon/CDS
6	51911957	51912365	PKHD1	Intron
6	51912366	51912576	PKHD1	Exon/CDS
6	51912577	51934109	PKHD1	Intron
6	51934110	51934322	PKHD1	Exon/CDS
6	51934323	51959869	PKHD1	Intron
6	51959870	51960026	PKHD1	Exon/CDS
6	51960027	52010308	PKHD1	Intron
6	52010309	52010459	PKHD1	Exon/CDS
6	52010460	52017409	PKHD1	Intron
6	52017410	52017629	PKHD1	Exon/CDS
6	52017630	52022800	PKHD1	Intron
6	52022801	52022944	PKHD1	Exon/CDS
6	52022945	52024573	PKHD1	Intron
6	52024574	52026181	PKHD1	Exon/CDS
6	52026182	52027828	PKHD1	Intron
6	52027829	52027896	PKHD1	Exon/CDS
6	52027897	52028155	PKHD1	Intron
6	52028156	52028351	PKHD1	Exon/CDS
6	52028352	52033029	PKHD1	Intron
6	52033030	52033165	PKHD1	Exon/CDS
6	52033166	52035590	PKHD1	Intron
6	52035591	52035721	PKHD1	Exon/CDS
6	52035722	52042858	PKHD1	Intron
6	52042859	52043134	PKHD1	Exon/CDS
6	52043135	52043624	PKHD1	Intron
6	52043625	52043730	PKHD1	Exon/CDS
6	52043731	52044965	PKHD1	Intron
6	52044966	52045088	PKHD1	Exon/CDS
6	52045089	52046003	PKHD1	Intron
6	52046004	52046188	PKHD1	Exon/CDS
6	52046189	52048491	PKHD1	Intron
6	52048492	52048619	PKHD1	Exon/CDS
6	52048620	52050156	PKHD1	Intron
