chrom	start	end	gene	feature_type
chr14	96285985	96289656	ATG2B	Intron
chr14	96289656	96289805	ATG2B	Exon/CDS
chr14	96289805	96290436	ATG2B	Intron
chr14	96290436	96290590	ATG2B	Exon/CDS
chr14	96290590	96290814	ATG2B	Intron
chr14	96290814	96290935	ATG2B	Exon/CDS
chr14	96290935	96291600	ATG2B	Intron
chr14	96291600	96291682	ATG2B	Exon/CDS
chr14	96291682	96292029	ATG2B	Intron
chr14	96292029	96292098	ATG2B	Exon/CDS
chr14	96292098	96294960	ATG2B	Intron
chr14	96294960	96295167	ATG2B	Exon/CDS
chr14	96295167	96295482	ATG2B	Intron
chr14	96295482	96295560	ATG2B	Exon/CDS
chr14	96295560	96302007	ATG2B	Intron
chr14	96302007	96302108	ATG2B	Exon/CDS
chr14	96302108	96303061	ATG2B	Intron
chr14	96303061	96303255	ATG2B	Exon/CDS
chr14	96303255	96304495	ATG2B	Intron
chr14	96304495	96304603	ATG2B	Exon/CDS
chr14	96304603	96305589	ATG2B	Intron
chr14	96305589	96305815	ATG2B	Exon/CDS
chr14	96305815	96306714	ATG2B	Intron
chr14	96306714	96306916	ATG2B	Exon/CDS
chr14	96306916	96309453	ATG2B	Intron
chr14	96309453	96309594	ATG2B	Exon/CDS
chr14	96309594	96311117	ATG2B	Intron
chr14	96311117	96311287	ATG2B	Exon/CDS
chr14	96311287	96311542	ATG2B	Intron
chr14	96311542	96311618	ATG2B	Exon/CDS
chr14	96311618	96312089	ATG2B	Intron
chr14	96312089	96312159	ATG2B	Exon/CDS
chr14	96312159	96313065	ATG2B	Intron
chr14	96313065	96313157	ATG2B	Exon/CDS
chr14	96313157	96313329	ATG2B	Intron
chr14	96313329	96313435	ATG2B	Exon/CDS
chr14	96313435	96315154	ATG2B	Intron
chr14	96315154	96315234	ATG2B	Exon/CDS
chr14	96315234	96315384	ATG2B	Intron
chr14	96315384	96315583	ATG2B	Exon/CDS
chr14	96315583	96316533	ATG2B	Intron
chr14	96316533	96316683	ATG2B	Exon/CDS
chr14	96316683	96317145	ATG2B	Intron
chr14	96317145	96317317	ATG2B	Exon/CDS
chr14	96317317	96317698	ATG2B	Intron
chr14	96317698	96317855	ATG2B	Exon/CDS
chr14	96317855	96322112	ATG2B	Intron
chr14	96322112	96322254	ATG2B	Exon/CDS
chr14	96322254	96322540	ATG2B	Intron
chr14	96322540	96322735	ATG2B	Exon/CDS
chr14	96322735	96323896	ATG2B	Intron
chr14	96323896	96323998	ATG2B	Exon/CDS
chr14	96323998	96325649	ATG2B	Intron
chr14	96325649	96325922	ATG2B	Exon/CDS
chr14	96325922	96328347	ATG2B	Intron
chr14	96328347	96328535	ATG2B	Exon/CDS
chr14	96328535	96328674	ATG2B	Intron
chr14	96328674	96328766	ATG2B	Exon/CDS
chr14	96328766	96329484	ATG2B	Intron
chr14	96329484	96329634	ATG2B	Exon/CDS
chr14	96329634	96331376	ATG2B	Intron
chr14	96331376	96331637	ATG2B	Exon/CDS
chr14	96331637	96332305	ATG2B	Intron
chr14	96332305	96332410	ATG2B	Exon/CDS
chr14	96332410	96332501	ATG2B	Intron
chr14	96332501	96332655	ATG2B	Exon/CDS
chr14	96332655	96333688	ATG2B	Intron
chr14	96333688	96333873	ATG2B	Exon/CDS
chr14	96333873	96334405	ATG2B	Intron
chr14	96334405	96334501	ATG2B	Exon/CDS
chr14	96334501	96341522	ATG2B	Intron
chr14	96341522	96341701	ATG2B	Exon/CDS
chr14	96341701	96343119	ATG2B	Intron
chr14	96343119	96343281	ATG2B	Exon/CDS
chr14	96343281	96344654	ATG2B	Intron
chr14	96344654	96344756	ATG2B	Exon/CDS
chr14	96344756	96345233	ATG2B	Intron
chr14	96345233	96345385	ATG2B	Exon/CDS
chr14	96345385	96347179	ATG2B	Intron
chr14	96347179	96347341	ATG2B	Exon/CDS
chr14	96347341	96362815	ATG2B	Intron
chr14	96362815	96362976	ATG2B	Exon/CDS
chr14	96362976	96364341	ATG2B	Flanking Down
chr11	108222044	108227625	ATM	Flanking Up
chr11	108227625	108227696	ATM	Exon/CDS
chr11	108227696	108227776	ATM	Intron
chr11	108227776	108227888	ATM	Exon/CDS
chr11	108227888	108229178	ATM	Intron
chr11	108229178	108229323	ATM	Exon/CDS
chr11	108229323	108235670	ATM	Intron
chr11	108235670	108235834	ATM	Exon/CDS
chr11	108235834	108243953	ATM	Intron
chr11	108243953	108244118	ATM	Exon/CDS
chr11	108244118	108244788	ATM	Intron
chr11	108244788	108245026	ATM	Exon/CDS
chr11	108245026	108246964	ATM	Intron
chr11	108246964	108247127	ATM	Exon/CDS
chr11	108247127	108248933	ATM	Intron
chr11	108248933	108249102	ATM	Exon/CDS
chr11	108249102	108250701	ATM	Intron
chr11	108250701	108251072	ATM	Exon/CDS
chr11	108251072	108251837	ATM	Intron
chr11	108251837	108252031	ATM	Exon/CDS
chr11	108252031	108252817	ATM	Intron
chr11	108252817	108252912	ATM	Exon/CDS
chr11	108252912	108253814	ATM	Intron
chr11	108253814	108254039	ATM	Exon/CDS
chr11	108254039	108256215	ATM	Intron
chr11	108256215	108256340	ATM	Exon/CDS
chr11	108256340	108257481	ATM	Intron
chr11	108257481	108257606	ATM	Exon/CDS
chr11	108257606	108258986	ATM	Intron
chr11	108258986	108259075	ATM	Exon/CDS
chr11	108259075	108267171	ATM	Intron
chr11	108267171	108267342	ATM	Exon/CDS
chr11	108267342	108268410	ATM	Intron
chr11	108268410	108268609	ATM	Exon/CDS
chr11	108268609	108271064	ATM	Intron
chr11	108271064	108271146	ATM	Exon/CDS
chr11	108271146	108271251	ATM	Intron
chr11	108271251	108271406	ATM	Exon/CDS
chr11	108271406	108272532	ATM	Intron
chr11	108272532	108272607	ATM	Exon/CDS
chr11	108272607	108272722	ATM	Intron
chr11	108272722	108272852	ATM	Exon/CDS
chr11	108272852	108279491	ATM	Intron
chr11	108279491	108279608	ATM	Exon/CDS
chr11	108279608	108280995	ATM	Intron
chr11	108280995	108281168	ATM	Exon/CDS
chr11	108281168	108282710	ATM	Intron
chr11	108282710	108282879	ATM	Exon/CDS
chr11	108282879	108284227	ATM	Intron
chr11	108284227	108284473	ATM	Exon/CDS
chr11	108284473	108287600	ATM	Intron
chr11	108287600	108287715	ATM	Exon/CDS
chr11	108287715	108288977	ATM	Intron
chr11	108288977	108289103	ATM	Exon/CDS
chr11	108289103	108289602	ATM	Intron
chr11	108289602	108289801	ATM	Exon/CDS
chr11	108289801	108292619	ATM	Intron
chr11	108292619	108292793	ATM	Exon/CDS
chr11	108292793	108293313	ATM	Intron
chr11	108293313	108293477	ATM	Exon/CDS
chr11	108293477	108294927	ATM	Intron
chr11	108294927	108295059	ATM	Exon/CDS
chr11	108295059	108297287	ATM	Intron
chr11	108297287	108297382	ATM	Exon/CDS
chr11	108297382	108299714	ATM	Intron
chr11	108299714	108299885	ATM	Exon/CDS
chr11	108299885	108301648	ATM	Intron
chr11	108301648	108301789	ATM	Exon/CDS
chr11	108301789	108302853	ATM	Intron
chr11	108302853	108303029	ATM	Exon/CDS
chr11	108303029	108304675	ATM	Intron
chr11	108304675	108304852	ATM	Exon/CDS
chr11	108304852	108307897	ATM	Intron
chr11	108307897	108307984	ATM	Exon/CDS
chr11	108307984	108310160	ATM	Intron
chr11	108310160	108310315	ATM	Exon/CDS
chr11	108310315	108312411	ATM	Intron
chr11	108312411	108312498	ATM	Exon/CDS
chr11	108312498	108315823	ATM	Intron
chr11	108315823	108315911	ATM	Exon/CDS
chr11	108315911	108316011	ATM	Intron
chr11	108316011	108316113	ATM	Exon/CDS
chr11	108316113	108317373	ATM	Intron
chr11	108317373	108317521	ATM	Exon/CDS
chr11	108317521	108319954	ATM	Intron
chr11	108319954	108320058	ATM	Exon/CDS
chr11	108320058	108321301	ATM	Intron
chr11	108321301	108321420	ATM	Exon/CDS
chr11	108321420	108325310	ATM	Intron
chr11	108325310	108325544	ATM	Exon/CDS
chr11	108325544	108326058	ATM	Intron
chr11	108326058	108326225	ATM	Exon/CDS
chr11	108326225	108327645	ATM	Intron
chr11	108327645	108327758	ATM	Exon/CDS
chr11	108327758	108329021	ATM	Intron
chr11	108329021	108329238	ATM	Exon/CDS
chr11	108329238	108330214	ATM	Intron
chr11	108330214	108330421	ATM	Exon/CDS
chr11	108330421	108331444	ATM	Intron
chr11	108331444	108331557	ATM	Exon/CDS
chr11	108331557	108331879	ATM	Intron
chr11	108331879	108332037	ATM	Exon/CDS
chr11	108332037	108332762	ATM	Intron
chr11	108332762	108332900	ATM	Exon/CDS
chr11	108332900	108333886	ATM	Intron
chr11	108333886	108333968	ATM	Exon/CDS
chr11	108333968	108334969	ATM	Intron
chr11	108334969	108335109	ATM	Exon/CDS
chr11	108335109	108335845	ATM	Intron
chr11	108335845	108335961	ATM	Exon/CDS
chr11	108335961	108343222	ATM	Intron
chr11	108343222	108343371	ATM	Exon/CDS
chr11	108343371	108345743	ATM	Intron
chr11	108345743	108345908	ATM	Exon/CDS
chr11	108345908	108347279	ATM	Intron
chr11	108347279	108347365	ATM	Exon/CDS
chr11	108347365	108353766	ATM	Intron
chr11	108353766	108353880	ATM	Exon/CDS
chr11	108353880	108354811	ATM	Intron
chr11	108354811	108354874	ATM	Exon/CDS
chr11	108354874	108365082	ATM	Intron
chr11	108365082	108365218	ATM	Exon/CDS
chr11	108365218	108365325	ATM	Intron
chr11	108365325	108365508	ATM	Exon/CDS
chr11	108365508	108369102	ATM	Flanking Down
chr3	142449007	142449429	ATR	Flanking Up
chr3	142449429	142449602	ATR	Exon/CDS
chr3	142449602	142453128	ATR	Intron
chr3	142453128	142453233	ATR	Exon/CDS
chr3	142453233	142457604	ATR	Intron
chr3	142457604	142457755	ATR	Exon/CDS
chr3	142457755	142458958	ATR	Intron
chr3	142458958	142459111	ATR	Exon/CDS
chr3	142459111	142459227	ATR	Intron
chr3	142459227	142459383	ATR	Exon/CDS
chr3	142459383	142461940	ATR	Intron
chr3	142461940	142462090	ATR	Exon/CDS
chr3	142462090	142465097	ATR	Intron
chr3	142465097	142465240	ATR	Exon/CDS
chr3	142465240	142466324	ATR	Intron
chr3	142466324	142466533	ATR	Exon/CDS
chr3	142466533	142467934	ATR	Intron
chr3	142467934	142468068	ATR	Exon/CDS
chr3	142468068	142469337	ATR	Intron
chr3	142469337	142469569	ATR	Exon/CDS
chr3	142469569	142470086	ATR	Intron
chr3	142470086	142470183	ATR	Exon/CDS
chr3	142470183	142485140	ATR	Intron
chr3	142485140	142485282	ATR	Exon/CDS
chr3	142485282	142493132	ATR	Intron
chr3	142493132	142493311	ATR	Exon/CDS
chr3	142493311	142496361	ATR	Intron
chr3	142496361	142496520	ATR	Exon/CDS
chr3	142496520	142497013	ATR	Intron
chr3	142497013	142497192	ATR	Exon/CDS
chr3	142497192	142498597	ATR	Intron
chr3	142498597	142498774	ATR	Exon/CDS
chr3	142498774	142499627	ATR	Intron
chr3	142499627	142499718	ATR	Exon/CDS
chr3	142499718	142503362	ATR	Intron
chr3	142503362	142503453	ATR	Exon/CDS
chr3	142503453	142505139	ATR	Intron
chr3	142505139	142505303	ATR	Exon/CDS
chr3	142505303	142507931	ATR	Intron
chr3	142507931	142508109	ATR	Exon/CDS
chr3	142508109	142512260	ATR	Intron
chr3	142512260	142512470	ATR	Exon/CDS
chr3	142512470	142513501	ATR	Intron
chr3	142513501	142513638	ATR	Exon/CDS
chr3	142513638	142515395	ATR	Intron
chr3	142515395	142515515	ATR	Exon/CDS
chr3	142515515	142519669	ATR	Intron
chr3	142519669	142519784	ATR	Exon/CDS
chr3	142519784	142522728	ATR	Intron
chr3	142522728	142522841	ATR	Exon/CDS
chr3	142522841	142523993	ATR	Intron
chr3	142523993	142524199	ATR	Exon/CDS
chr3	142524199	142535080	ATR	Intron
chr3	142535080	142535205	ATR	Exon/CDS
chr3	142535205	142536108	ATR	Intron
chr3	142536108	142536201	ATR	Exon/CDS
chr3	142536201	142538482	ATR	Intron
chr3	142538482	142538625	ATR	Exon/CDS
chr3	142538625	142540904	ATR	Intron
chr3	142540904	142541034	ATR	Exon/CDS
chr3	142541034	142542665	ATR	Intron
chr3	142542665	142542757	ATR	Exon/CDS
chr3	142542757	142547725	ATR	Intron
chr3	142547725	142547910	ATR	Exon/CDS
chr3	142547910	142549479	ATR	Intron
chr3	142549479	142549673	ATR	Exon/CDS
chr3	142549673	142550132	ATR	Intron
chr3	142550132	142550302	ATR	Exon/CDS
chr3	142550302	142553227	ATR	Intron
chr3	142553227	142553398	ATR	Exon/CDS
chr3	142553398	142553640	ATR	Intron
chr3	142553640	142553740	ATR	Exon/CDS
chr3	142553740	142553825	ATR	Intron
chr3	142553825	142554015	ATR	Exon/CDS
chr3	142554015	142555877	ATR	Intron
chr3	142555877	142556139	ATR	Exon/CDS
chr3	142556139	142556383	ATR	Intron
chr3	142556383	142556575	ATR	Exon/CDS
chr3	142556575	142558624	ATR	Intron
chr3	142558624	142558776	ATR	Exon/CDS
chr3	142558776	142559251	ATR	Intron
chr3	142559251	142559441	ATR	Exon/CDS
chr3	142559441	142560263	ATR	Intron
chr3	142560263	142560454	ATR	Exon/CDS
chr3	142560454	142561243	ATR	Intron
chr3	142561243	142561421	ATR	Exon/CDS
chr3	142561421	142562232	ATR	Intron
chr3	142562232	142563109	ATR	Exon/CDS
chr3	142563109	142566121	ATR	Intron
chr3	142566121	142566261	ATR	Exon/CDS
chr3	142566261	142568063	ATR	Intron
chr3	142568063	142568154	ATR	Exon/CDS
chr3	142568154	142578646	ATR	Intron
chr3	142578646	142578704	ATR	Exon/CDS
chr3	142578704	142579733	ATR	Flanking Down
chr17	65528563	65529976	AXIN2	Flanking Up
chr17	65529976	65530102	AXIN2	Exon/CDS
chr17	65530102	65533912	AXIN2	Intron
chr17	65533912	65534079	AXIN2	Exon/CDS
chr17	65534079	65535626	AXIN2	Intron
chr17	65535626	65535721	AXIN2	Exon/CDS
chr17	65535721	65536320	AXIN2	Intron
chr17	65536320	65536553	AXIN2	Exon/CDS
chr17	65536553	65536869	AXIN2	Intron
chr17	65536869	65537063	AXIN2	Exon/CDS
chr17	65537063	65537324	AXIN2	Intron
chr17	65537324	65537835	AXIN2	Exon/CDS
chr17	65537835	65538203	AXIN2	Intron
chr17	65538203	65538343	AXIN2	Exon/CDS
chr17	65538343	65541455	AXIN2	Intron
chr17	65541455	65541557	AXIN2	Exon/CDS
chr17	65541557	65549520	AXIN2	Intron
chr17	65549520	65549660	AXIN2	Exon/CDS
chr17	65549660	65557806	AXIN2	Intron
chr17	65557806	65558620	AXIN2	Exon/CDS
chr17	65558620	65562648	AXIN2	Flanking Down
chr3	52401008	52402288	BAP1	Flanking Up
chr3	52402288	52402421	BAP1	Exon/CDS
chr3	52402421	52402602	BAP1	Intron
chr3	52402602	52402674	BAP1	Exon/CDS
chr3	52402674	52402779	BAP1	Intron
chr3	52402779	52402871	BAP1	Exon/CDS
chr3	52402871	52403138	BAP1	Intron
chr3	52403138	52403298	BAP1	Exon/CDS
chr3	52403298	52403416	BAP1	Intron
chr3	52403416	52403894	BAP1	Exon/CDS
chr3	52403894	52404453	BAP1	Intron
chr3	52404453	52404586	BAP1	Exon/CDS
chr3	52404586	52405110	BAP1	Intron
chr3	52405110	52405294	BAP1	Exon/CDS
chr3	52405294	52405765	BAP1	Intron
chr3	52405765	52405912	BAP1	Exon/CDS
